player_id,player_name,score,elemental,modal,planets,moon,aspects
77876,"Brent Headrick",95.68
30761,"Colton Cowser",69.47
28953,"Dillon Dingler",87.00
14274,"Mickey Moniak",75.40
10956,"Blake Snell",95.68
10409,"DJ LeMahieu",81.05
14223,"Hunter Greene",84.08
33153,"Cooper Criswell",81.06
77930,"Victor Scott II",66.62
30838,"Matt Svanson",63.72
13975,"Cionel Perez",72.47
31093,"Evan Sisk",72.47
10297,"Xander Bogaerts",86.89
29888,"Andy Pages",95.68
18474,"Griffin Jax",93.02
12496,"José Alvarado",75.40
29372,"Steven Kwan",87.00
10496,"Alex Bregman",69.48
38734,"Jackson Chourio",69.47
38647,"Tim Tawa",72.49
10291,"Eduardo Rodriguez",72.49
14233,"Richard Lovelady",81.05
15849,"Braydon Fisher",81.19
17816,"Steven Wilson",84.06
12489,"Nick Pivetta",66.62
10326,"Kris Bryant",63.80
28858,"Gabriel Moreno",66.62
13991,"Miles Mikolas",84.08
29231,"Kerry Carpenter",87.00
78203,"Ben Rice",66.65
132860,"Caden Dana",95.68
15743,"Simeon Woods Richardson",86.89
12640,"Tyler Mahle",86.89
10520,"Matt Strahm",92.62
38652,"Luis F. Castillo",69.47
30865,"Ryan Loutos",63.79
38373,"Davis Schneider",63.79
14176,"Ryan Helsley",81.05
15532,"Tyrone Taylor",63.79
10324,"Willson Contreras",75.40
14314,"Keibert Ruiz",81.05
29959,"Davis Daniel",78.20
17904,"Kyle Finnegan",87.00
16046,"Tommy Edman",75.40
38432,"Max Muncy",84.10
31005,"Matt McLain",84.08
29980,"Quinn Priester",87.00
14334,"JoJo Romero",87.00
13977,"Ryan Borucki",69.59
15709,"Kody Clemens",75.40
29931,"Bobby Miller",72.49
15560,"Justin Lawrence",92.78
15665,"Emmanuel Rivera",78.15
22994,"Garrett Crochet",78.20
10330,"Jason Heyward",84.08
28988,"Masyn Winn",69.47
12541,"Sean Newcomb",78.20
10241,"Dansby Swanson",66.62
111746,"Tanner Gordon",89.73
10731,"Rob Refsnyder",69.48
15740,"Brice Turang",92.62
14599,"Ryan Brasier",84.10
13535,"Jack Flaherty",89.78
77570,"Mason Montgomery",78.20
11559,"Aroldis Chapman",66.65
29729,"Yainer Diaz",87.00
12296,"Jon Berti",63.79
14721,"Jeffrey Springs",87.00
29921,"Victor Vodnik",89.78
38583,"Hunter Goodman",89.78
10743,"Liam Hendriks",66.62
14470,"Caleb Ferguson",81.05
15895,"Daniel Lynch IV",92.62
10237,"Freddie Freeman",87.00
30960,"Doug Nikhazy",84.08
12252,"J.P. Crawford",63.80
132875,"Dylan Crews",66.65
11107,"Carlos Santana",72.49
12592,"Victor Caratini",84.08
12201,"Anthony Santander",89.78
14589,"Evan Phillips",87.00
10991,"Martín Pérez",72.49
14207,"Ian Anderson",75.40
10628,"Jorge López",66.62
15528,"Jimmy Herget",87.00
10607,"José Ureña",87.00
38342,"Ryan Bliss",95.68
30749,"Jordan Wicks",84.10
14056,"Chris Martin",78.20
30947,"Hunter Dobbins",84.10
17751,"Ali Sanchez",63.80
12626,"Chris Flexen",78.15
28954,"Gage Workman",89.73
12431,"Clay Holmes",69.48
15809,"Francisco Alvarez",92.62
15741,"Drew Waters",95.70
12090,"Tyler Matzek",89.78
29832,"Jeremy Peña",87.00
10742,"Jesse Hahn",81.19
163481,"Cade Horton",84.08
15877,"Jonathan India",95.68
133145,"Bryan King",92.62
38371,"Jake Bird",95.68
15627,"Stuart Fairchild",69.47
28880,"Bailey Falter",72.47
28909,"Carmen Mlodzinski",66.62
77585,"Brooks Lee",66.62
15870,"Brewer Hicklen",66.62
79629,"Logan VanWey",66.62
10648,"José Berríos",75.38
15830,"Griffin Conine",81.05
15811,"Aaron Ashby",75.38
15751,"Triston Casas",63.80
28998,"Austin Wells",81.05
12815,"Ryan McMahon",95.68
38424,"Andre Pallante",87.00
29285,"DaShawn Keirsey Jr.",75.40
28590,"Liover Peguero",95.70
38407,"Connor Thomas",75.30
10636,"Martín Maldonado",84.08
28989,"Nick Gonzales",75.38
29271,"Kyren Paris",92.62
14187,"Andrés Giménez",87.00
15824,"Luis Campusano",86.89
14307,"Heliot Ramos",87.00
30081,"Paxton Schultz",63.80
38653,"Samad Taylor",81.05
12528,"Paul DeJong",84.08
14318,"Gavin Sheets",72.47
164583,"Luis Mey",78.23
29124,"David Hamilton",86.89
18530,"Jonathan Aranda",75.38
38360,"Will Brennan",66.62
29739,"Erik Miller",66.62
38119,"Kody Funderburk",92.78
29539,"Shawn Dubin",87.00
15843,"Camilo Doval",81.05
29352,"Bryson Stott",89.78
38825,"Carlos Narvaez",92.78
15583,"Nick Allen",89.78
134982,"Ben Casparius",66.62
12551,"Rafael Devers",89.73
14037,"José Castillo",63.80
17630,"Ernie Clement",69.48
163479,"Roki Sasaki",92.62
31112,"Niko Kavadas",89.73
132877,"Jung Hoo Lee",84.08
78192,"Rhylan Thomas",72.49
15695,"Jose Azocar",75.40
77593,"Edgar Quero",72.49
29484,"Ezequiel Duran",75.38
15795,"Garrett Whitlock",78.20
38297,"Jorbit Vivas",69.47
15557,"Merrill Kelly",89.78
38300,"Colin Holderman",89.78
11088,"Kyle Higashioka",72.49
14271,"Luis Robert Jr.",84.08
111891,"Jake Eder",89.78
20026,"Tyler Freeman",75.40
10392,"Miguel Castro",95.70
28902,"Joey Cantillo",95.68
15765,"Matt Sauer",63.79
38301,"Eric Orze",84.08
38381,"George Kirby",66.62
12364,"Dylan Cease",95.70
130235,"Justin Slaten",87.00
77592,"Zach Neto",63.72
38646,"Jacob Hurtubise",95.68
20059,"Josh Jung",66.62
12207,"Cedric Mullins",86.89
164995,"Tomoyuki Sugano",89.78
28849,"Bailey Ober",81.05
20452,"Nick Mears",89.78
12591,"Mike Tauchman",95.68
10892,"Steven Okert",81.05
30965,"Tanner Bibee",69.47
14204,"Kolby Allard",84.08
20058,"Alan Trejo",75.30
12350,"Anthony Banda",84.08
38861,"Alejandro Osuna",89.78
30741,"Colton Gordon",95.68
10778,"Héctor Neris",78.20
29735,"Gunnar Henderson",78.15
18511,"Lake Bachar",78.20
29893,"Collin Snider",89.78
38499,"Josh Walker",92.78
14086,"Tim Hill",66.62
14017,"Pablo López",69.47
29084,"Isaac Collins",81.05
11258,"Justin Turner",92.78
133815,"Valente Bellozo",63.80
132816,"Liam Hicks",78.20
132809,"Graham Pauley",86.89
132881,"Hayden Birdsong",84.10
29865,"Bowden Francis",72.47
12367,"Bryan Hudson",75.40
29947,"Graham Ashcraft",66.62
28981,"Thomas Saggese",72.49
28645,"Jake Meyers",78.20
29398,"Tanner Banks",89.73
38216,"Coco Montes",89.78
12258,"Rhys Hoskins",69.47
14108,"Zack Littell",89.78
38665,"Angel Martinez",63.79
133325,"Chris Roycroft",78.20
38146,"Tyler Holton",78.20
14009,"Eric Haase",95.68
133087,"Carlos F. Rodriguez",92.78
133044,"Noah Murdock",84.08
29506,"Daniel Schneemann",63.79
11236,"Adam Frazier",95.68
29866,"Reese Olson",81.19
14316,"MJ Melendez",92.78
17100,"Sam Haggerty",75.38
38128,"Tommy Henry",81.19
132818,"Grant Wolfram",95.68
14347,"Bryse Wilson",95.68
15600,"Cal Raleigh",92.78
132846,"Brant Hurter",87.00
10619,"Jacob Barnes",72.49
10570,"Yimi García",84.08
14193,"Mark Vientos",95.68
14206,"Michael Soroka",84.08
166987,"Yaramil Hiraldo",95.70
38229,"Hunter Stratton",92.62
20511,"Ryan Jeffers",78.20
10959,"Luke Maile",66.62
29007,"Jordan Westburg",66.62
38435,"Ethan Roberts",81.05
12554,"Victor Robles",75.40
77598,"Ben Joyce",87.00
29946,"Ryan Pepiot",84.08
77660,"Matt Mervis",72.49
14610,"Jeff McNeil",72.49
133122,"Paul Skenes",75.30
10383,"Gio Urshela",89.78
15595,"Julio Rodriguez",95.70
17590,"Manuel Rodriguez",84.08
12355,"Brad Keller",81.19
10770,"Luis Garcia",63.79
15774,"Brady Singer",84.08
22487,"Alejandro Kirk",92.62
14338,"Dustin May",87.00
29359,"Johan Rojas",84.08
10343,"Wandy Peralta",81.19
38245,"Wilyer Abreu",78.23
11609,"Jacob Stallings",96.00
10701,"Michael Conforto",66.58
77624,"Drake Baldwin",69.48
30987,"Jack Leiter",72.47
17724,"Zach McKinstry",72.50
15825,"Alexander Canario",75.40
15588,"Jake Fraley",75.38
12222,"Andrew Kittredge",69.47
14588,"Robert Stock",92.62
132983,"Ryan Gusto",69.47
163482,"Carlos Duran",81.19
14269,"Royce Lewis",78.20
14753,"Touki Toussaint",78.20
12279,"J.D. Davis",72.47
10397,"Jeff Hoffman",63.80
15764,"Gregory Santos",84.10
10756,"Max Muncy",84.10
134156,"Justin Wrobleski",81.05
10805,"Trevor Williams",72.47
10834,"Colin Rea",78.15
11027,"Kevin Pillar",63.80
31098,"Elvis Peguero",69.47
15716,"Nolan Gorman",75.40
10928,"Michael Wacha",78.15
14003,"Dennis Santana",72.49
132619,"Cristian Mena",96.00
12582,"Hoby Milner",63.80
10898,"Albert Suárez",89.78
11695,"Donovan Solano",95.68
11234,"Josh Bell",84.08
11253,"Kenley Jansen",86.89
16977,"Emmanuel Clase",69.47
17685,"Ronel Blanco",84.10
29193,"Tyler Fitzgerald",87.00
11057,"Trea Turner",78.15
14049,"Nick Burdi",63.80
111885,"Bradley Blalock",95.70
14010,"Willi Castro",72.47
30985,"Noah Davis",72.47
38383,"Cody Bolton",78.20
12444,"Tyler Alexander",81.05
134760,"Zebby Matthews",75.38
31113,"Luis Guerrero",92.62
10720,"Luis Severino",66.65
28873,"Christopher Morel",78.23
77887,"Will Warren",78.20
77560,"Cade Povich",72.49
15923,"Geraldo Perdomo",89.78
39067,"Jasson Dominguez",66.62
28757,"Tsung-Che Cheng",81.06
14102,"Gregory Soto",66.62
11085,"Chad Green",75.38
10672,"Eddie Rosario",86.89
14145,"Jonathan Loaisiga",92.62
29981,"Hunter Brown",84.10
34925,"Spencer Strider",89.73
38770,"Edouard Julien",72.50
14299,"Jordan Romano",72.47
10495,"Jose Altuve",75.40
15492,"Trent Thornton",86.89
10487,"Lance McCullers Jr.",89.78
10462,"Justin Verlander",66.65
13980,"Reese McGuire",69.47
11037,"Reynaldo López",63.80
18434,"Gerson Garabito",84.08
15986,"Dean Kremer",63.80
38440,"Caleb Boushley",86.89
77831,"Richard Fitts",95.68
15818,"Tristan Beck",78.23
10399,"Germán Márquez",66.65
11017,"Marcus Stroman",72.50
29841,"Jacob Amaya",87.00
11042,"Max Scherzer",81.19
